Date,Price
8/26/2011,7451.60
8/29/2011,7519.40
8/30/2011,7587.10
8/31/2011,7519.40
9/1/2011,7587.10
9/5/2011,7587.10
9/6/2011,7587.10
9/7/2011,7519.40
9/8/2011,7587.10
9/9/2011,7451.60
9/12/2011,7248.40
9/13/2011,7112.90
9/14/2011,6841.90
9/15/2011,7180.60
9/16/2011,6977.40
9/19/2011,7316.10
9/20/2011,7180.60
9/21/2011,7248.40
9/22/2011,7248.40
9/23/2011,7112.90
9/26/2011,6977.40
9/27/2011,7046.50
9/28/2011,7115.60
9/29/2011,7115.60
9/30/2011,7115.60
10/3/2011,7046.50
10/4/2011,7046.50
10/5/2011,6977.40
10/6/2011,6908.30
10/7/2011,6839.20
10/10/2011,6770.20
10/11/2011,6784.00
10/12/2011,6756.30
10/13/2011,6825.40
10/14/2011,6908.30
10/17/2011,6811.60
10/18/2011,6770.20
10/19/2011,6742.50
10/20/2011,6728.70
10/21/2011,6853.10
10/24/2011,6673.40
10/25/2011,6590.50
10/26/2011,6701.10
10/27/2011,6701.10
10/28/2011,6908.30
10/31/2011,6839.20
11/1/2011,6784.00
11/2/2011,6866.90
11/3/2011,6811.60
11/4/2011,6894.50
11/7/2011,6880.70
11/8/2011,6770.20
11/9/2011,6742.50
11/10/2011,6742.50
11/11/2011,6714.90
11/14/2011,6632.00
11/15/2011,6562.90
11/16/2011,6632.00
11/17/2011,6659.60
11/18/2011,6659.60
11/21/2011,6659.60
11/22/2011,6714.90
11/23/2011,6784.00
11/24/2011,6784.00
11/25/2011,6770.20
11/28/2011,6742.50
11/29/2011,6742.50
11/30/2011,6784.00
12/1/2011,6797.80
12/2/2011,6811.60
12/5/2011,6908.30
12/6/2011,6908.30
12/7/2011,6908.30
12/8/2011,6880.70
12/9/2011,6839.20
12/12/2011,6839.20
12/13/2011,6825.40
12/14/2011,6770.20
12/15/2011,6714.90
12/16/2011,6770.20
12/19/2011,6839.20
12/20/2011,6839.20
12/21/2011,6839.20
12/22/2011,6839.20
12/23/2011,6770.20
12/26/2011,6756.30
12/27/2011,6714.90
12/28/2011,6728.70
12/29/2011,6839.20
12/30/2011,6866.90
1/3/2012,6797.80
1/4/2012,6797.80
1/5/2012,6659.60
1/6/2012,6714.90
1/9/2012,6742.50
1/10/2012,6839.20
1/11/2012,6839.20
1/12/2012,6784.00
1/13/2012,6908.30
1/16/2012,7046.50
1/17/2012,6839.20
1/18/2012,6839.20
1/19/2012,6866.90
1/20/2012,6866.90
1/30/2012,6908.30
1/31/2012,6866.90
2/1/2012,6977.40
2/2/2012,7046.50
2/3/2012,6977.40
2/6/2012,6977.40
2/7/2012,6977.40
2/8/2012,7115.60
2/9/2012,7184.70
2/10/2012,7115.60
2/13/2012,7046.50
2/14/2012,7046.50
2/15/2012,7046.50
2/16/2012,7115.60
2/17/2012,7184.70
2/20/2012,7461.00
2/21/2012,7461.00
2/22/2012,7530.10
2/23/2012,7530.10
2/24/2012,7530.10
2/27/2012,7599.20
2/28/2012,7530.10
2/29/2012,7599.20
3/1/2012,7599.20
3/2/2012,7668.20
3/5/2012,8013.70
3/6/2012,7737.30
3/7/2012,7944.60
3/8/2012,7806.40
3/9/2012,7806.40
3/12/2012,7806.40
3/13/2012,7875.50
3/14/2012,7875.50
3/15/2012,8151.80
3/16/2012,8151.80
3/19/2012,8151.80
3/20/2012,8082.70
3/21/2012,8082.70
3/22/2012,7944.60
3/23/2012,8013.70
3/26/2012,8013.70
3/27/2012,7944.60
3/28/2012,8013.70
3/29/2012,8013.70
3/30/2012,8013.70
4/3/2012,8013.70
4/4/2012,8013.70
4/5/2012,8220.90
4/6/2012,8220.90
4/9/2012,8290.00
4/10/2012,8290.00
4/11/2012,8635.40
4/12/2012,8704.50
4/13/2012,8428.20
4/16/2012,8566.30
4/17/2012,8635.40
4/18/2012,8566.30
4/19/2012,8220.90
4/20/2012,8151.80
4/23/2012,8082.70
4/24/2012,8290.00
4/25/2012,8359.10
4/26/2012,8220.90
4/27/2012,8220.90
5/2/2012,8566.30
5/3/2012,8980.80
5/4/2012,9119.00
5/7/2012,9257.20
5/8/2012,9188.10
5/9/2012,9119.00
5/10/2012,9049.90
5/11/2012,8911.70
5/14/2012,8842.70
5/15/2012,8684.80
5/16/2012,8649.70
5/17/2012,8737.40
5/18/2012,8509.30
5/21/2012,8860.20
5/22/2012,8737.40
5/23/2012,8561.90
5/24/2012,8526.90
5/25/2012,8702.30
5/28/2012,8702.30
5/29/2012,8684.80
5/30/2012,8702.30
5/31/2012,8667.20
6/1/2012,8649.70
6/4/2012,8597.00
6/5/2012,8597.00
6/6/2012,8649.70
6/7/2012,8649.70
6/8/2012,8597.00
6/11/2012,8614.60
6/12/2012,8597.00
6/13/2012,8597.00
6/14/2012,8561.90
6/15/2012,8579.50
6/18/2012,8614.60
6/19/2012,8614.60
6/20/2012,8649.70
6/21/2012,8632.10
6/22/2012,8597.00
6/25/2012,8597.00
6/26/2012,8526.90
6/27/2012,8526.90
6/28/2012,8263.70
6/29/2012,8263.70
7/2/2012,8263.70
7/3/2012,8246.10
7/4/2012,8281.20
7/5/2012,8333.90
7/6/2012,8333.90
7/9/2012,8263.70
7/10/2012,8246.10
7/11/2012,8263.70
7/12/2012,8263.70
7/13/2012,8386.50
7/16/2012,8298.80
7/17/2012,8298.80
7/18/2012,8263.70
7/19/2012,8281.20
7/20/2012,8263.70
7/23/2012,8263.70
7/24/2012,8632.10
7/25/2012,8333.90
7/26/2012,8386.50
7/27/2012,8421.60
7/30/2012,8544.40
7/31/2012,8351.40
8/1/2012,8281.20
8/2/2012,8281.20
8/3/2012,8298.80
8/6/2012,8281.20
8/7/2012,8281.20
8/8/2012,8263.70
8/9/2012,8228.60
8/10/2012,8035.60
8/13/2012,8158.40
8/14/2012,8123.30
8/15/2012,8088.20
8/16/2012,8035.60
8/17/2012,7983.00
8/20/2012,8088.20
8/21/2012,7719.80
8/22/2012,7719.80
8/23/2012,7333.80
8/24/2012,7386.40
8/27/2012,7027.00
8/28/2012,6847.30
8/29/2012,6865.20
8/30/2012,6865.20
8/31/2012,7206.70
9/4/2012,7512.20
9/5/2012,7278.60
9/6/2012,7080.90
9/7/2012,7062.90
9/10/2012,6901.20
9/11/2012,6919.20
9/12/2012,6955.10
9/13/2012,6955.10
9/14/2012,6955.10
9/17/2012,6937.10
9/18/2012,6793.40
9/19/2012,6595.70
9/20/2012,6595.70
9/21/2012,6613.60
9/24/2012,6577.70
9/25/2012,6577.70
9/26/2012,6649.60
9/27/2012,6829.30
9/28/2012,6811.30
10/1/2012,6631.60
10/2/2012,6631.60
10/3/2012,6631.60
10/4/2012,6613.60
10/5/2012,6613.60
10/8/2012,6631.60
10/9/2012,6685.50
10/10/2012,6739.40
10/11/2012,6721.50
10/12/2012,6667.60
10/15/2012,6631.60
10/16/2012,6667.60
10/17/2012,6667.60
10/18/2012,6595.70
10/19/2012,6577.70
10/22/2012,6559.70
10/23/2012,6559.70
10/24/2012,6559.70
10/25/2012,6559.70
10/26/2012,6541.80
10/29/2012,6523.80
10/30/2012,6451.90
10/31/2012,6433.90
11/1/2012,6433.90
11/2/2012,6128.40
11/5/2012,6092.50
11/6/2012,6020.60
11/7/2012,6110.40
11/8/2012,6110.40
11/9/2012,6110.40
11/12/2012,6290.10
11/13/2012,6272.20
11/14/2012,6290.10
11/15/2012,6236.20
11/16/2012,6200.30
11/19/2012,6110.40
11/20/2012,6110.40
11/21/2012,6092.50
11/22/2012,6092.50
11/23/2012,6092.50
11/26/2012,6056.50
11/27/2012,6002.60
11/28/2012,5930.70
11/29/2012,5858.80
11/30/2012,5876.80
12/3/2012,5840.90
12/4/2012,5894.80
12/5/2012,6061.60
12/6/2012,6024.50
12/7/2012,5987.50
12/10/2012,6061.60
12/11/2012,6024.50
12/12/2012,6117.20
12/13/2012,6154.30
12/14/2012,6117.20
12/17/2012,6098.70
12/18/2012,6006.00
12/19/2012,6172.80
12/20/2012,6080.10
12/21/2012,6043.10
12/24/2012,6154.30
12/25/2012,6154.30
12/26/2012,6358.20
12/27/2012,6580.60
12/28/2012,6525.00
1/2/2013,6747.50
1/3/2013,6654.80
1/4/2013,6747.50
1/7/2013,6710.40
1/8/2013,7044.10
1/9/2013,7229.40
1/10/2013,7322.10
1/11/2013,7210.90
1/14/2013,6988.50
1/15/2013,7081.10
1/16/2013,7155.30
1/17/2013,7062.60
1/18/2013,7025.50
1/21/2013,6988.50
1/22/2013,6877.20
1/23/2013,6877.20
1/24/2013,7044.10
1/25/2013,7285.00
1/28/2013,7377.70
1/29/2013,7322.10
1/30/2013,7563.10
1/31/2013,7433.30
2/1/2013,7322.10
2/4/2013,7303.60
2/5/2013,7266.50
2/6/2013,7303.60
2/7/2013,7340.70
2/8/2013,7377.70
2/18/2013,7414.80
2/19/2013,7359.20
2/20/2013,7322.10
2/21/2013,7155.30
2/22/2013,7136.70
2/25/2013,7118.20
2/26/2013,6840.20
2/27/2013,6784.50
2/28/2013,6858.70
3/1/2013,6858.70
3/4/2013,6710.40
3/5/2013,6617.70
3/6/2013,6710.40
3/7/2013,6673.30
3/8/2013,6821.60
3/11/2013,6932.80
3/12/2013,6932.80
3/13/2013,6877.20
3/14/2013,6914.30
3/15/2013,6895.80
3/18/2013,6840.20
3/19/2013,6858.70
3/20/2013,6895.80
3/21/2013,7081.10
3/22/2013,7044.10
3/25/2013,7136.70
3/26/2013,7099.70
3/27/2013,7007.00
3/28/2013,7007.00
3/29/2013,7007.00
4/1/2013,7118.20
4/2/2013,7173.80
4/3/2013,7118.20
4/4/2013,7062.60
4/5/2013,7118.20
4/8/2013,7359.20
4/9/2013,7581.60
4/10/2013,7377.70
4/11/2013,7266.50
4/12/2013,7229.40
4/15/2013,7007.00
4/16/2013,6951.40
4/17/2013,7044.10
4/18/2013,6858.70
4/22/2013,6840.20
4/23/2013,6914.30
4/24/2013,6877.20
4/25/2013,6895.80
4/26/2013,6895.80
5/2/2013,6858.70
5/3/2013,6877.20
5/6/2013,7099.70
5/7/2013,6951.40
5/8/2013,7007.00
5/9/2013,7007.00
5/10/2013,7025.50
5/13/2013,7044.10
5/14/2013,7118.20
5/15/2013,7192.40
5/16/2013,7192.40
5/17/2013,7136.70
5/20/2013,7285.00
5/21/2013,7785.50
5/22/2013,7729.90
5/23/2013,7729.90
5/24/2013,7785.50
5/27/2013,7933.80
5/28/2013,7989.50
5/29/2013,8156.30
5/30/2013,8137.70
5/31/2013,8249.00
6/3/2013,8211.90
6/4/2013,8286.00
6/5/2013,8378.70
6/6/2013,8471.40
6/7/2013,8434.30
6/10/2013,8452.90
6/11/2013,8378.70
6/12/2013,8341.70
6/13/2013,8286.00
6/14/2013,8193.40
6/17/2013,8008.00
6/18/2013,7952.40
6/19/2013,7970.90
6/20/2013,7933.80
6/21/2013,7915.30
6/24/2013,7878.20
6/25/2013,7674.30
6/26/2013,7692.90
6/27/2013,7711.40
6/28/2013,7748.50
7/1/2013,7785.50
7/2/2013,7859.70
7/3/2013,7896.80
7/4/2013,8045.10
7/5/2013,8082.10
7/8/2013,7970.90
7/9/2013,7896.80
7/10/2013,7878.20
7/11/2013,7859.70
7/12/2013,7970.90
7/15/2013,7989.50
7/16/2013,8082.10
7/17/2013,8100.70
7/18/2013,8026.50
7/19/2013,8137.70
7/22/2013,8137.70
7/23/2013,8082.10
7/24/2013,7970.90
7/25/2013,8045.10
7/26/2013,7952.40
7/29/2013,7822.60
7/30/2013,7970.90
7/31/2013,7970.90
8/1/2013,7952.40
8/2/2013,8008.00
8/5/2013,8249.00
8/6/2013,8378.70
8/7/2013,8582.60
8/8/2013,8378.70
8/9/2013,8452.90
8/12/2013,8415.80
8/13/2013,8434.30
8/14/2013,8471.40
8/15/2013,8778.10
8/16/2013,8816.40
8/19/2013,9027.20
8/20/2013,8969.70
8/21/2013,8893.10
8/22/2013,8701.40
8/23/2013,8567.20
8/26/2013,8548.10
8/27/2013,8509.70
8/28/2013,8203.10
8/29/2013,8164.80
8/30/2013,8260.60
9/3/2013,8203.10
9/4/2013,8222.30
9/5/2013,8375.60
9/6/2013,8490.60
9/9/2013,8279.80
9/10/2013,8337.30
9/11/2013,8298.90
9/12/2013,8241.40
9/13/2013,8203.10
9/16/2013,8183.90
9/17/2013,8222.30
9/18/2013,8298.90
9/19/2013,8318.10
9/20/2013,8337.30
9/23/2013,8509.70
9/24/2013,8663.10
9/25/2013,8586.40
9/26/2013,8663.10
9/27/2013,8624.70
9/30/2013,8643.90
10/1/2013,8586.40
10/2/2013,8643.90
10/3/2013,8586.40
10/4/2013,8739.70
10/7/2013,8835.60
10/8/2013,8797.20
10/9/2013,8758.90
10/10/2013,8643.90
10/11/2013,8624.70
10/14/2013,8605.60
10/15/2013,8720.60
10/16/2013,8758.90
10/17/2013,8797.20
10/18/2013,8854.70
10/21/2013,8854.70
10/22/2013,8816.40
10/23/2013,8854.70
10/24/2013,8816.40
10/25/2013,8739.70
10/28/2013,8701.40
10/29/2013,8739.70
10/30/2013,8816.40
10/31/2013,8778.10
11/1/2013,8816.40
11/4/2013,8816.40
11/5/2013,8797.20
11/6/2013,8835.60
11/7/2013,8778.10
11/8/2013,8816.40
11/11/2013,8835.60
11/12/2013,8873.90
11/13/2013,8854.70
11/14/2013,8873.90
11/15/2013,9123.10
11/18/2013,9218.90
11/19/2013,9257.20
11/20/2013,9218.90
11/21/2013,9199.70
11/22/2013,9295.60
11/25/2013,9314.70
11/26/2013,9314.70
11/27/2013,9314.70
11/28/2013,9276.40
11/29/2013,9218.90
12/2/2013,9257.20
12/3/2013,9353.10
12/4/2013,9353.10
12/5/2013,9218.90
12/6/2013,9199.70
12/9/2013,9103.90
12/10/2013,9046.40
12/11/2013,8969.70
12/12/2013,8969.70
12/13/2013,9046.40
12/16/2013,9046.40
12/17/2013,9046.40
12/18/2013,9065.60
12/19/2013,9065.60
12/20/2013,9008.10
12/23/2013,9046.40
12/24/2013,8988.90
12/25/2013,8969.70
12/26/2013,9027.20
12/27/2013,9027.20
12/30/2013,8950.60
12/31/2013,9027.20
1/2/2014,9084.70
1/3/2014,9065.60
1/6/2014,9199.70
1/7/2014,9103.90
1/8/2014,9161.40
1/9/2014,9276.40
1/10/2014,9333.90
1/13/2014,9410.60
1/14/2014,9429.70
1/15/2014,9583.00
1/16/2014,9678.90
1/17/2014,9870.50
1/20/2014,9966.40
1/21/2014,10158.00
1/22/2014,10158.00
1/23/2014,10445.50
1/24/2014,10733.00
1/27/2014,10637.20
2/6/2014,10445.50
2/7/2014,10253.90
2/10/2014,10637.20
2/11/2014,10541.40
2/12/2014,10924.70
2/13/2014,10924.70
2/14/2014,10828.80
2/17/2014,10733.00
2/18/2014,10924.70
2/19/2014,11308.00
2/20/2014,10924.70
2/21/2014,11116.30
2/24/2014,11403.80
2/25/2014,11787.20
2/26/2014,12362.10
2/27/2014,12074.60
2/28/2014,12266.30
3/3/2014,11787.20
3/4/2014,11691.30
3/5/2014,11883.00
3/6/2014,11978.80
3/7/2014,12074.60
3/10/2014,12170.50
3/11/2014,12841.30
3/12/2014,12937.10
3/13/2014,13032.90
3/14/2014,12937.10
3/17/2014,12937.10
3/18/2014,13607.90
3/19/2014,13799.60
3/20/2014,13607.90
3/21/2014,13703.80
3/24/2014,13607.90
3/25/2014,13320.40
3/26/2014,13032.90
3/27/2014,13032.90
3/28/2014,13512.10
3/31/2014,13416.30
4/1/2014,13224.60
4/2/2014,13032.90
4/3/2014,13128.80
4/4/2014,13032.90
4/7/2014,13320.40
4/8/2014,13512.10
4/10/2014,13416.30
4/11/2014,13512.10
4/14/2014,13703.80
4/15/2014,13512.10
4/16/2014,13224.60
4/17/2014,13416.30
4/18/2014,12937.10
4/21/2014,12458.00
4/22/2014,12841.30
4/23/2014,12553.80
4/24/2014,12553.80
4/25/2014,12937.10
4/28/2014,13128.80
4/29/2014,13128.80
5/5/2014,12649.60
5/6/2014,12458.00
5/7/2014,12507.00
5/8/2014,11648.70
5/9/2014,11354.40
5/12/2014,10569.70
5/13/2014,10005.60
5/14/2014,10594.20
5/15/2014,10177.30
5/16/2014,10790.40
5/19/2014,10790.40
5/20/2014,10888.50
5/21/2014,11329.90
5/22/2014,11231.80
5/23/2014,11133.70
5/26/2014,11084.60
5/27/2014,11182.70
5/28/2014,11280.80
5/29/2014,11305.40
5/30/2014,11329.90
6/2/2014,11133.70
6/3/2014,11084.60
6/4/2014,10888.50
6/5/2014,10839.40
6/6/2014,11035.60
6/9/2014,11011.10
6/10/2014,11011.10
6/11/2014,11403.50
6/12/2014,11550.60
6/13/2014,11526.10
6/16/2014,11403.50
6/17/2014,11501.50
6/18/2014,11428.00
6/19/2014,11329.90
6/20/2014,11329.90
6/23/2014,11256.30
6/24/2014,11329.90
6/25/2014,11428.00
6/26/2014,11403.50
6/27/2014,11477.00
6/30/2014,11428.00
7/1/2014,11452.50
7/2/2014,11526.10
7/3/2014,11820.40
7/4/2014,12139.20
7/7/2014,12261.80
7/8/2014,12237.30
7/9/2014,12188.20
7/10/2014,11967.50
7/11/2014,11943.00
7/14/2014,12114.60
7/15/2014,12261.80
7/16/2014,12237.30
7/17/2014,12114.60
7/18/2014,12874.90
7/21/2014,12507.00
7/22/2014,12752.20
7/23/2014,12629.60
7/24/2014,12874.90
7/25/2014,12629.60
7/28/2014,12261.80
7/29/2014,12188.20
7/30/2014,12237.30
7/31/2014,12384.40
8/1/2014,12212.70
8/4/2014,12261.80
8/5/2014,12629.60
8/6/2014,12507.00
8/7/2014,12384.40
8/8/2014,12384.40
8/11/2014,12384.40
8/12/2014,12384.40
8/13/2014,12629.60
8/14/2014,12752.20
8/15/2014,12629.60
8/18/2014,12874.90
8/19/2014,12997.50
8/20/2014,12997.50
8/21/2014,12872.50
8/22/2014,12997.50
8/25/2014,13122.50
8/26/2014,13747.30
8/27/2014,13747.30
8/28/2014,14247.20
8/29/2014,14372.20
9/3/2014,14247.20
9/4/2014,14247.20
9/5/2014,14497.20
9/8/2014,14622.20
9/9/2014,13872.30
9/10/2014,13997.30
9/11/2014,13872.30
9/12/2014,13997.30
9/15/2014,13997.30
9/16/2014,13997.30
9/17/2014,14122.30
9/18/2014,13747.30
9/19/2014,13497.40
9/22/2014,13247.40
9/23/2014,13122.50
9/24/2014,13122.50
9/25/2014,13372.40
9/26/2014,13122.50
9/29/2014,12997.50
9/30/2014,12997.50
10/1/2014,13372.40
10/2/2014,13497.40
10/3/2014,13372.40
10/6/2014,13372.40
10/7/2014,13372.40
10/8/2014,13247.40
10/9/2014,13122.50
10/10/2014,12997.50
10/13/2014,13372.40
10/14/2014,12997.50
10/15/2014,12997.50
10/16/2014,12422.60
10/17/2014,12622.60
10/20/2014,12497.60
10/21/2014,12497.60
10/22/2014,12622.60
10/23/2014,12472.60
10/24/2014,12447.60
10/27/2014,12172.60
10/28/2014,12247.60
10/29/2014,12497.60
10/30/2014,12497.60
10/31/2014,12747.50
11/3/2014,12872.50
11/4/2014,12747.50
11/5/2014,12622.60
11/6/2014,12497.60
11/7/2014,12622.60
11/10/2014,12622.60
11/11/2014,12747.50
11/12/2014,12622.60
11/13/2014,12622.60
11/14/2014,12497.60
11/17/2014,12472.60
11/18/2014,12272.60
11/19/2014,12247.60
11/20/2014,12247.60
11/21/2014,12272.60
11/24/2014,12197.60
11/25/2014,12297.60
11/26/2014,12197.60
11/27/2014,12172.60
11/28/2014,12022.70
12/1/2014,11947.70
12/2/2014,11922.70
12/3/2014,12047.70
12/4/2014,12147.60
12/5/2014,12172.60
12/8/2014,12072.70
12/9/2014,11797.70
12/10/2014,11922.70
12/11/2014,11847.70
12/12/2014,12022.70
12/15/2014,11947.70
12/16/2014,11797.70
12/17/2014,11297.80
12/18/2014,11547.80
12/19/2014,11397.80
12/22/2014,11572.80
12/23/2014,11722.70
12/24/2014,11722.70
12/25/2014,11622.80
12/26/2014,11547.80
12/29/2014,11472.80
12/30/2014,11572.80
12/31/2014,11997.70
1/5/2015,11947.70
1/6/2015,12022.70
1/7/2015,12097.70
1/8/2015,11972.70
1/9/2015,12072.70
1/12/2015,12147.60
1/13/2015,12172.60
1/14/2015,12147.60
1/15/2015,12172.60
1/16/2015,12122.70
1/19/2015,11997.70
1/20/2015,11997.70
1/21/2015,12097.70
1/22/2015,12047.70
1/23/2015,12097.70
1/26/2015,12097.70
1/27/2015,11997.70
1/28/2015,11972.70
1/29/2015,11972.70
1/30/2015,11872.70
2/2/2015,11847.70
2/3/2015,11747.70
2/4/2015,11722.70
2/5/2015,11797.70
2/6/2015,11822.70
2/9/2015,11797.70
2/10/2015,11772.70
2/11/2015,11872.70
2/12/2015,11947.70
2/13/2015,11997.70
2/24/2015,12147.60
2/25/2015,12122.70
2/26/2015,12247.60
2/27/2015,12197.60
3/2/2015,12122.70
3/3/2015,12222.60
3/4/2015,12497.60
3/5/2015,12497.60
3/6/2015,12497.60
3/9/2015,12297.60
3/10/2015,12422.60
3/11/2015,12372.60
3/12/2015,12297.60
3/13/2015,12297.60
3/16/2015,12347.60
3/17/2015,12497.60
3/18/2015,12397.60
3/19/2015,12372.60
3/20/2015,12447.60
3/23/2015,12347.60
3/24/2015,12272.60
3/25/2015,12297.60
3/26/2015,12322.60
3/27/2015,12297.60
3/30/2015,12097.70
3/31/2015,12097.70
4/1/2015,11922.70
4/2/2015,12022.70
4/3/2015,12197.60
4/6/2015,12122.70
4/7/2015,12222.60
4/8/2015,12222.60
4/9/2015,12222.60
4/10/2015,12297.60
4/13/2015,12297.60
4/14/2015,12172.60
4/15/2015,12222.60
4/16/2015,12197.60
4/17/2015,12747.50
4/20/2015,12622.60
4/21/2015,12497.60
4/22/2015,12497.60
4/23/2015,12622.60
4/24/2015,12622.60
4/27/2015,12872.50
5/4/2015,12347.60
5/5/2015,12497.60
5/6/2015,12397.60
5/7/2015,12472.60
5/8/2015,12472.60
5/11/2015,12422.60
5/12/2015,12297.60
5/13/2015,12297.60
5/14/2015,12322.60
5/15/2015,12272.60
5/18/2015,12197.60
5/19/2015,12297.60
5/20/2015,12747.50
5/21/2015,13122.50
5/22/2015,12997.50
5/25/2015,13497.40
5/26/2015,13247.40
5/27/2015,13122.50
5/28/2015,13303.40
5/29/2015,13186.20
6/1/2015,12981.10
6/2/2015,12805.20
6/3/2015,12951.70
6/4/2015,13010.40
6/5/2015,13127.60
6/8/2015,12981.10
6/9/2015,12981.10
6/10/2015,13069.00
6/11/2015,13127.60
6/12/2015,13215.50
6/15/2015,13186.20
6/16/2015,13039.70
6/17/2015,13010.40
6/18/2015,13039.70
6/19/2015,13127.60
6/22/2015,13362.00
6/23/2015,13332.70
6/24/2015,13244.80
6/25/2015,13186.20
6/26/2015,13567.10
6/29/2015,13713.60
6/30/2015,13596.40
7/1/2015,13713.60
7/2/2015,13830.80
7/3/2015,13772.20
7/6/2015,13918.70
7/7/2015,13948.00
7/8/2015,13684.30
7/9/2015,13684.30
7/10/2015,13655.00
7/13/2015,13742.90
7/14/2015,13742.90
7/15/2015,13596.40
7/16/2015,13596.40
7/17/2015,13596.40
7/20/2015,13537.80
7/21/2015,13362.00
7/22/2015,13625.70
7/23/2015,13772.20
7/24/2015,13948.00
7/27/2015,14358.30
7/28/2015,14123.90
7/29/2015,14035.90
7/30/2015,13860.10
7/31/2015,13860.10
8/3/2015,13625.70
8/4/2015,13772.20
8/5/2015,13889.40
8/6/2015,13713.60
8/7/2015,13860.10
8/10/2015,14211.80
8/11/2015,14153.20
8/12/2015,13948.00
8/13/2015,13772.20
8/14/2015,13713.60
8/17/2015,13537.80
8/18/2015,13655.00
8/19/2015,13804.70
8/20/2015,13625.10
8/21/2015,13535.20
8/24/2015,12696.80
8/25/2015,12846.50
8/26/2015,13205.80
8/27/2015,13265.70
8/28/2015,13385.50
8/31/2015,13235.80
9/1/2015,13205.80
9/3/2015,13086.10
9/4/2015,13116.00
9/7/2015,13056.10
9/8/2015,13145.90
9/9/2015,13205.80
9/10/2015,13235.80
9/11/2015,13175.90
9/14/2015,13086.10
9/15/2015,13086.10
9/16/2015,13086.10
9/17/2015,13116.00
9/18/2015,13355.60
9/21/2015,13625.10
9/22/2015,13535.20
9/23/2015,13445.40
9/24/2015,13505.30
9/25/2015,13445.40
9/28/2015,13325.60
9/29/2015,13325.60
9/30/2015,13325.60
10/1/2015,13355.60
10/2/2015,13355.60
10/5/2015,13475.30
10/6/2015,13774.80
10/7/2015,13535.20
10/8/2015,13714.90
10/9/2015,13714.90
10/12/2015,13714.90
10/13/2015,13625.10
10/14/2015,13984.40
10/15/2015,13954.50
10/16/2015,13984.40
10/19/2015,14104.20
10/20/2015,14164.10
10/21/2015,14074.20
10/22/2015,14044.30
10/23/2015,14104.20
10/26/2015,14253.90
10/27/2015,14373.70
10/28/2015,14613.30
10/29/2015,14763.00
10/30/2015,14763.00
11/2/2015,14822.90
11/3/2015,15721.20
11/4/2015,15571.50
11/5/2015,16020.70
11/6/2015,15721.20
11/9/2015,15421.80
11/10/2015,15272.00
11/11/2015,15122.30
11/12/2015,15871.00
11/13/2015,16320.10
11/16/2015,16170.40
11/17/2015,15571.50
11/18/2015,15571.50
11/19/2015,15421.80
11/20/2015,15272.00
11/23/2015,14822.90
11/24/2015,14703.10
11/25/2015,14972.60
11/26/2015,14673.10
11/27/2015,14643.20
11/30/2015,14463.50
12/1/2015,14433.60
12/2/2015,14493.50
12/3/2015,14523.40
12/4/2015,14343.70
12/7/2015,14224.00
12/8/2015,14673.10
12/9/2015,14433.60
12/10/2015,14313.80
12/11/2015,14373.70
12/14/2015,14313.80
12/15/2015,14523.40
12/16/2015,14613.30
12/17/2015,14733.00
12/18/2015,14643.20
12/21/2015,14523.40
12/22/2015,14403.60
12/23/2015,14343.70
12/24/2015,14313.80
12/25/2015,14313.80
12/28/2015,14403.60
12/29/2015,14463.50
12/30/2015,14463.50
12/31/2015,14463.50
1/4/2016,14313.80
1/5/2016,14313.80
1/6/2016,14343.70
1/7/2016,14074.20
1/8/2016,13864.60
1/11/2016,13744.80
1/12/2016,14044.30
1/13/2016,13894.60
1/14/2016,13834.70
1/15/2016,13804.70
1/18/2016,13445.40
1/19/2016,13505.30
1/20/2016,13445.40
1/21/2016,13445.40
1/22/2016,13415.40
1/25/2016,14104.20
1/26/2016,13744.80
1/27/2016,13864.60
1/28/2016,13774.80
1/29/2016,13894.60
2/1/2016,13954.50
2/2/2016,13834.70
2/3/2016,13954.50
2/4/2016,13924.50
2/5/2016,14044.30
2/15/2016,13984.40
2/16/2016,14164.10
2/17/2016,14224.00
2/18/2016,14403.60
2/19/2016,14283.90
2/22/2016,14433.60
2/23/2016,14313.80
2/24/2016,14313.80
2/25/2016,14253.90
2/26/2016,14283.90
2/29/2016,14313.80
3/1/2016,14433.60
3/2/2016,14583.30
3/3/2016,14613.30
3/4/2016,14673.10
3/7/2016,14553.40
3/8/2016,14373.70
3/9/2016,14373.70
3/10/2016,14433.60
3/11/2016,14523.40
3/14/2016,14583.30
3/15/2016,14523.40
3/16/2016,14523.40
3/17/2016,14523.40
3/18/2016,14763.00
3/21/2016,14733.00
3/22/2016,14583.30
3/23/2016,14583.30
3/24/2016,14493.50
3/25/2016,14343.70
3/28/2016,14373.70
3/29/2016,14224.00
3/30/2016,14224.00
3/31/2016,14104.20
4/1/2016,14014.40
4/4/2016,14014.40
4/5/2016,14074.20
4/6/2016,14194.00
4/7/2016,14313.80
4/8/2016,14253.90
4/11/2016,14343.70
4/12/2016,14283.90
4/13/2016,14253.90
4/14/2016,14224.00
4/15/2016,14134.10
4/19/2016,14074.20
4/20/2016,14104.20
4/21/2016,14164.10
4/22/2016,14313.80
4/25/2016,14343.70
4/26/2016,14343.70
4/27/2016,14283.90
4/28/2016,14493.50
4/29/2016,14553.40
5/4/2016,14403.60
5/5/2016,14313.80
